completed_trading_date,sigma_i_t,ten_year_average_sigma,relative_volatility_v,historical_v_observation_count,quantile_q,raw_multiplier_2_minus_1_5q,vol_multiplier_m_ewma10,method_status,no_lookahead_status
2018-09-24,0.01495574894733457,0.023345898828081243,0.6406156840423417,1,0.5,1.25,1.25,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-09-25,0.019282147436755888,0.023340430052232273,0.826126484970732,2,1.0,0.5,1.1136363636363635,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-09-26,0.015434929975140762,0.02333616118251016,0.6614168394889574,3,0.5,1.25,1.1384297520661155,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-09-27,0.015627130599914312,0.0233313679755024,0.6697905847750794,4,0.6666666666666666,1.0,1.1132607062359126,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-09-28,0.01651854296110855,0.023326965084260125,0.7081308220525627,5,0.75,0.875,1.069940577829383,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-19,0.015422841170601963,0.023323246248992898,0.6612647744637145,6,0.2,1.7,1.1844968364058586,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-20,0.015219767984812884,0.02331365663580382,0.6528262907260635,7,0.16666666666666666,1.75,1.2873155934229752,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-21,0.015467048620769988,0.02331050532901298,0.6635226651015248,8,0.5714285714285714,1.1428571428571428,1.261050420592824,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-22,0.014445906192701393,0.023305396816971392,0.6198524018343097,9,0.0,2.0,1.3954048895759468,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-23,0.014491276676555094,0.02330168113368831,0.6218983340049397,10,0.1111111111111111,1.8333333333333333,1.4750282429863806,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-25,0.014743049829178465,0.023291985596214836,0.6329666386009765,11,0.2,1.7,1.5159321988070387,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-26,0.014783712061684193,0.023289363732255396,0.6347838537644972,12,0.2727272727272727,1.5909090909090908,1.5295643610074117,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-27,0.013553826121229002,0.023286585560373958,0.5820443742638302,13,0.0,2.0,1.6150981135515186,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-28,0.015023556652557864,0.023283632644686254,0.6452410962593722,14,0.46153846153846156,1.3076923076923077,1.5592061488498437,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-29,0.01298543055927565,0.023279333751579562,0.5578093728045183,15,0.0,2.0,1.6393504854225993,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-11-30,0.012971241205626918,0.023275335888492198,0.5572955538759878,16,0.0,2.0,1.704923124436672,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-02,0.015089055218269552,0.02327027391075285,0.6484261971363011,17,0.5625,1.15625,1.605164374539095,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-03,0.01722167571515475,0.02326753929582826,0.7401588752551285,18,0.9411764705882353,0.5882352941176472,1.4202681780988318,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-04,0.016085798988219248,0.0232652694065251,0.6914082406330416,19,0.8333333333333334,0.75,1.298401236626317,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-05,0.016448003549337883,0.023262911961828975,0.7070483513124515,20,0.8421052631578947,0.736842105263158,1.1962995763784698,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-06,0.024338377428459075,0.02325657825937054,1.0465158355207589,21,1.0,0.5,1.069699653400566,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-07,0.017919287809155828,0.02325655495432815,0.7705048251706329,22,0.9047619047619048,0.6428571428571428,0.9920919242108527,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-09,0.017611789363037894,0.023252262297644516,0.7574226171025944,23,0.8636363636363636,0.7045454545454546,0.939810747908053,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-10,0.020593437304675402,0.023248278972294582,0.8858048085717224,24,0.9565217391304348,0.5652173913043477,0.8717028648891973,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-11,0.017828073234817533,0.023244667099827823,0.7669747713852865,25,0.8333333333333334,0.75,0.8495750712729796,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-12,0.017680626967311586,0.023240338692933748,0.7607732056283415,26,0.8,0.7999999999999998,0.8405614219506196,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-13,0.018398110545915197,0.023234454585441704,0.791846026695334,27,0.8846153846153846,0.6730769230769231,0.8101096948826747,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-14,0.017597688319315748,0.023229536259269747,0.7575565918709802,28,0.7407407407407407,0.8888888888888888,0.8244331847019863,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-17,0.02100610473630598,0.023223295146582293,0.9045273120682613,29,0.9642857142857143,0.5535714285714286,0.7751855926782485,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-18,0.017901030102377723,0.023220211448676295,0.7709245086740242,30,0.8275862068965517,0.7586206896551724,0.7721737921285983,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-19,0.017511825529527285,0.02321579991171681,0.754306360156439,31,0.6333333333333333,1.05,0.8226876481052168,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-20,0.017111449498688744,0.023212054681920793,0.7371794411640932,32,0.5806451612903226,1.129032258064516,0.8783866680978165,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-21,0.01701549838926283,0.023200653599498813,0.7334059929083379,33,0.5625,1.15625,0.9289072738982135,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-24,0.01746284260154761,0.023193814906124443,0.7529094576389181,34,0.6363636363636364,1.0454545454545454,0.9500976869084556,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-26,0.019378318949442325,0.023186305059899156,0.8357657202982823,35,0.9117647058823529,0.6323529411764706,0.8923259149571856,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-27,0.017892209377782364,0.023180396930334808,0.7718681190643415,36,0.8285714285714286,0.7571428571428571,0.8677471771727623,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-28,0.01919189370908719,0.023173785406001807,0.8281725826336795,37,0.8888888888888888,0.6666666666666667,0.8311870843534721,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2018-12-31,0.020328159607937813,0.023168109760790943,0.877419859359464,38,0.918918918918919,0.6216216216216215,0.793084272947681,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-02-15,0.018362668005401782,0.02316306233506827,0.7927564904749742,39,0.8157894736842105,0.7763157894736843,0.7900354577705907,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-02-17,0.017290289306929156,0.02315767484828867,0.74663321858528,40,0.5384615384615384,1.1923076923076923,0.8631758640500636,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-02-18,0.016871582135439957,0.02315083972170014,0.7287676100848125,41,0.45,1.325,0.9471438887682337,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-02-19,0.017905788712928764,0.023145724446500475,0.7736110725035454,42,0.7804878048780488,0.8292682926829267,0.9257119622072688,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
2019-02-20,0.01661834582586715,0.023141145515642565,0.7181297837928445,43,0.42857142857142855,1.3571428571428572,1.0041539431046484,LOCKED_S13_STYLE_V_Q_M_ATTENUATION_RUNTIME,PASS_NO_LOOKAHEAD_DAILY_RUNTIME
