raw_symbol,derived_lifecycle_blocker_date,contract_month,third_friday_date,product_code,product_family,venue,currency,contract_unit,multiplier,min_tick,tick_value,cycle_source_status,final_settlement_source_status,lifecycle_status,notes
MESH1,2021-03-19,2021-03,2021-03-19,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly March contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESM1,2021-06-18,2021-06,2021-06-18,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly June contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESU1,2021-09-17,2021-09,2021-09-17,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly September contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESZ1,2021-12-17,2021-12,2021-12-17,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly December contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESH2,2022-03-18,2022-03,2022-03-18,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly March contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESM2,2022-06-17,2022-06,2022-06-17,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly June contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESU2,2022-09-16,2022-09,2022-09-16,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly September contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESZ2,2022-12-16,2022-12,2022-12-16,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly December contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESH3,2023-03-17,2023-03,2023-03-17,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly March contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESM3,2023-06-16,2023-06,2023-06-16,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly June contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESU3,2023-09-15,2023-09,2023-09-15,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly September contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESZ3,2023-12-15,2023-12,2023-12-15,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly December contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
MESH4,2024-03-15,2024-03,2024-03-15,MES,Micro E-mini S&P 500 futures,CME,USD,$5 x S&P 500 Index,5,0.25,1.25,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_OFFICIAL_CME_PUBLIC_STATIC,LOCKED_DERIVED_THIRD_FRIDAY_RULE_FROM_GENERIC_CME_STATIC_SOURCE,"Quarterly March contract; blocker date derived as third Friday of contract month from generic CME MES cycle/final-settlement source."
